20000 30000
12243 7868 11582
13467 507 -16158
5482 10481 -4878
19561 19037 -11306
6498 5366 8638
4308 13641 -13826
5537 521 17384
2061 13394 15424
7203 6232 -16158
6619 5022 -1660
7089 6541 -18980
10642 19474 -136
9087 2420 3162
1111 15892 -18884
1504 11098 -15240
9254 1371 2528
11828 5474 -1036
15048 7613 -19808
3972 8731 -16354
11528 11363 -7910
9757 9695 -19670
7618 19755 11482
13778 5124 -15044
2113 11967 -4540
3108 7747 -4154
2250 9060 9460
14920 3241 4076
1152 9940 -5020
421 11426 -9360
3150 804 -13096
89 9668 -3840
2005 4093 3956
12260 2823 18000
6346 3122 -16252
12216 7335 -13982
13456 3966 -16508
11826 8588 28
8824 2248 -16770
7848 12159 -7572
4188 17384 9730
14491 8093 -1802
6519 8316 -15848
17443 15946 3394
2454 7788 13228
6771 8173 -6720
6881 8019 3996
7656 3706 -12514
10451 10437 -10294
5665 2041 -19332
9702 7400 15304
8842 7723 -3082
7985 6208 -13922
6571 13180 -1574
16877 6968 5448
5142 5282 -11634
2012 11055 -9172
18563 1363 -15722
6892 2258 -8916
8708 16423 17170
12356 18573 -12578
6930 18387 14222
4901 6908 -1310
17121 3076 -9944
9725 15444 6288
11139 2631 18970
4644 10504 -17876
17244 17470 7376
14296 2909 9402
19827 11919 17704
15190 5304 -7660
4399 2419 11064
11329 13879 4588
2039 5910 5326
9581 11951 -7632
8143 4150 -2668
10393 13291 3272
3117 10290 2528
5842 14906 19980
3351 712 -1100
13237 10862 -17864
1511 19074 3988
18698 2782 -2580
6801 15127 3814
15094 8776 -17564
10613 2627 -3888
3085 6467 -2046
12454 2299 16510
1962 7907 5300
7890 4083 -1598
10370 17440 6432
8999 2222 5180
3108 7895 -14346
11569 6667 -9924
14111 9800 1526
988 2989 730
6423 17429 -8278
1160 9495 -626
8385 7157 4490
5165 9965 -3986
1433 4083 7532
16188 1175 -7468
6151 851 4590
2062 9727 -5960
3094 6487 -12498
13167 8763 10970
15603 1103 -2310
15 488 7040
3347 8358 -18502
12679 11835 -18326
9188 7553 12222
3972 3930 -8274
6500 11630 602
18304 4341 17006
18958 5879 -5950
10546 6807 12766
1392 10801 -7778
18804 2923 11068
4923 8484 -19846
4186 423 -5700
2564 8693 -52
10217 1404 -70
230 12712 -578
15562 18680 -3304
6165 11881 -19490
12667 7554 19630
7062 10752 -14142
10594 4502 8902
12827 5210 -1552
13451 3981 16026
313 48 -7344
5699 236 -4628
7050 8279 1032
10759 13086 -14386
9089 4080 7806
1982 15226 15966
6611 3936 9722
17275 18566 -12724
5411 17876 11112
11771 631 19962
3035 15797 12528
10327 17855 11728
7213 17504 4000
4711 3433 -19784
2810 1309 -15904
8290 5676 -3656
2888 203 -11018
1284 3267 -17780
8247 11061 -14856
6688 8173 7824
4016 16562 5470
8619 10463 -2890
4706 11932 -18268
12447 11654 -17488
3344 8640 -9738
516 10172 -4134
10514 476 4866
11016 1553 17940
4673 4348 -17736
19113 18201 -10852
6112 11834 -2670
1379 1185 -5714
8036 7539 -5458
15382 12179 -1096
16164 1185 4028
3082 19129 -11704
8797 6886 -10060
1270 6620 -3622
18223 75 -17156
11538 10061 3858
8083 15766 4200
7241 8733 13550
2313 5457 17502
4471 4311 12864
18695 2382 -6812
3961 10318 -9658
3949 11892 -16966
11495 3740 16098
9458 4498 6584
1951 723 17252
17090 5996 -12572
5041 14465 -9926
8322 14790 -3616
17232 4249 -7970
14651 6800 6894
14798 18760 -2734
9302 2721 -262
6637 4018 18990
1809 10663 2580
11567 18384 1370
6967 11251 -7482
2923 2925 970
19903 9934 16194
4393 108 -3014
9114 3220 -110
14175 3258 -16698
12158 13833 -10692
4094 14467 -12306
14708 5550 4606
4078 12637 -2406
5187 8335 13286
19214 10824 -1124
12029 10733 -15188
9843 9745 17422
1335 15921 -398
9373 1915 -18966
8745 13125 -14534
1617 9471 -12540
917 2186 6040
6789 10336 -17698
13122 8899 -12486
3995 8959 9554
2185 4621 16274
3262 1566 -2710
15978 568 3182
15777 14639 -12316
6183 9290 -19050
10796 6715 -7214
1489 3843 -9542
16286 12177 -11002
234 17090 -3836
10666 4214 -14540
9682 14366 -10402
5439 16842 -4412
9807 10028 15532
2485 7046 -15568
7667 19308 5806
1621 6649 -19198
12945 14920 -13834
12731 16241 -4364
6428 4128 11086
12222 4725 -18670
2278 5572 5674
11333 1264 -17574
2840 15664 -9694
880 9867 -17718
5850 1741 18524
8994 17826 -12032
19882 8443 1104
19079 14038 -18142
8395 1656 -8982
821 6253 3994
2130 6008 -18068
7825 13471 -2552
8933 19152 -17996
13216 18460 13650
2529 17376 -14790
5975 2743 4408
9535 13281 -10224
1746 12342 11742
11545 8894 -2076
16942 11251 4370
4342 6981 -892
12655 7196 -18478
7657 981 -13394
6046 840 5750
649 7759 16194
14495 1126 -11138
3303 10482 -15568
7921 1864 10270
341 7413 14874
1017 18046 -16886
2671 14452 5394
7327 13660 -16850
2417 2691 -9484
5008 12924 -6850
3740 7608 -3524
6777 8867 5458
14445 18973 -12916
9757 2884 -15440
4804 7593 6038
948 18185 -7852
8583 12116 1760
6318 1726 -6778
12985 12583 -7108
15128 11627 -5194
4494 10541 -17482
3695 3349 -6432
926 3702 4084
3817 10699 1928
11387 10541 11912
7800 10834 -2330
17670 7850 -7318
1205 9711 1280
12749 17993 -13056
503 11929 -3360
5908 624 7848
94 9600 -18542
932 18348 8308
1502 19845 2134
2191 8352 -19190
17322 11359 -13878
10689 15785 -11176
8975 2688 -17572
12324 7201 -16324
6984 11242 3552
18812 6787 -3464
10663 11878 10552
2368 6077 -13526
11845 9456 -172
18534 5178 9074
9480 15450 -2518
8078 1447 17406
11631 17106 19718
1824 7736 -5268
11018 8745 -494
8751 2313 1882
3784 12668 -12340
7163 8477 1164
419 16414 -3836
3224 4113 4938
8495 7202 -15096
7634 5191 17330
4118 17446 -11814
13553 11454 -18438
12331 11741 388
2438 2053 2796
12410 6694 -2926
8555 14439 -2246
9977 11592 -13432
1145 7677 16820
16204 7994 -14108
18753 1452 -18196
10264 2231 -19532
11469 475 -16544
791 9423 -18338
1682 13601 -17798
10290 11992 -10792
2814 11772 3874
961 17027 13748
11230 9207 -12582
14444 6221 -18492
2365 13883 1406
15673 4796 -1890
11680 3116 -1992
5968 7016 16428
3215 572 12282
8735 4902 9840
15212 5813 -2246
18490 1544 3130
837 9687 8866
6036 8754 -18128
11657 3723 6252
706 3667 6308
3389 934 -262
17475 267 -12692
6672 9075 902
14857 629 -8886
17690 12593 -13706
12432 14523 13782
15430 5809 17494
1287 3545 -4600
8224 6745 -4050
6303 15966 -7524
8438 2479 14852
1235 18982 -13488
4690 3427 -3742
10343 12260 -3010
8915 5418 5054
19539 2524 -6140
7760 9447 19814
5720 18413 -11738
5549 3134 4862
9126 16687 11086
8555 12889 6432
9 9409 -6402
2226 11794 -9230
5840 17923 -17550
9835 7798 -13954
12134 18926 -11312
17480 10629 -1144
1829 9544 494
3940 14099 -10324
122 6215 15826
5864 6490 1100
8185 18072 7438
12980 17666 2132
16889 217 -12406
5533 12545 -14532
2278 4303 -18172
1152 6246 -884
19856 7663 4574
5469 9736 -17172
13887 10443 -6016
11088 13368 -10794
12816 12520 15086
487 13825 -16318
916 5221 -12534
3496 15321 -9842
10136 3351 -3026
9598 14965 -5704
4069 12175 -11496
8969 11195 3058
16994 13372 -11844
1573 12617 -13820
10028 4719 -13148
7016 5962 -14840
9392 2530 -9736
3740 12751 -19106
3558 15322 -8182
4141 6176 2468
3351 1305 9054
16155 6767 -9100
14274 10901 -16486
18799 3145 13080
6412 11093 2330
10125 5847 -17318
9100 9416 -11018
7182 9332 -17682
10222 9351 -924
19662 12320 -2610
2139 13636 -10334
15537 6682 -15006
10899 9274 -4650
2248 3458 -8214
16377 3831 -1182
2337 8787 -5096
2839 945 -15610
19626 7578 -4008
6802 269 15316
1094 8342 17814
7906 2367 18268
3947 634 19798
1952 11306 -7552
5441 11824 1590
152 4840 4968
9342 12113 13790
16405 9893 -17356
6027 11145 -4890
3814 8310 -9794
10422 13500 -6292
4010 11271 -7582
1644 15890 11744
16138 6430 -9650
5629 2861 -10896
3111 11717 -9746
2270 6994 1686
3875 2133 -13000
13360 12377 -19066
15892 12187 11020
13219 7762 12920
347 8717 -16276
6845 6856 -2772
5406 18602 -18220
9156 8008 -4762
18706 10037 4402
5055 3064 -3006
6093 3507 -5280
9324 6593 -8280
4012 15664 5144
4377 7218 3446
1509 9780 -13474
3525 3409 -8218
15548 12661 -15624
15122 14128 -8440
19994 9603 1006
18162 5726 -18398
13874 1351 -3370
12689 13006 3002
12634 5353 4466
1164 16907 -9684
16802 118 -8708
10041 5937 -10870
9748 545 5998
8769 3938 -1122
4791 15990 -13938
8550 10005 16042
19054 15506 12186
9578 4550 148
10103 63 -14306
1897 13370 -3012
9735 201 -3586
13068 9911 15842
14520 8805 -16880
5889 6000 15044
2633 6586 6408
3154 4133 -7864
579 4312 -16350
6746 10722 2274
9108 10297 356
17545 19962 10994
4518 11167 -11500
7051 5920 5066
5542 2356 -10280
15196 2946 12208
14655 19568 17970
12619 2161 -9216
973 6708 -4334
11794 19646 -4826
10151 18740 15162
5396 9144 -3510
2673 5492 -6134
6373 11530 -7610
7742 18842 -9432
11611 4197 -10648
17597 2784 -6310
1156 2442 -16302
11381 4505 -9458
8590 8991 7188
19631 10418 -15986
16011 1755 4102
12384 2058 -12102
6704 496 6578
7776 9994 -7042
12385 10616 2268
9468 9092 -5824
2161 9297 -17272
16724 15149 -10512
4275 4939 16632
3518 2906 15252
3122 18071 -2884
229 6047 -668
15 12726 -4502
5854 7539 -16922
8216 19325 3846
11756 11236 -5392
7812 12578 6822
10980 12105 -2500
8878 3059 4334
1937 8819 -550
5753 10983 -16334
1521 11205 10052
6112 231 892
6676 5500 -15440
1196 19261 -15000
5712 10745 -19156
4949 8498 16696
5884 2045 -9512
10892 6946 -19158
16829 4861 -2240
15982 19237 -18018
256 2015 -12936
15224 2219 -3238
470 14510 15486
3389 5972 -3372
6964 4662 2300
6041 4303 3734
769 5733 2348
9287 7683 -3866
1238 953 6974
6558 3505 -4892
11453 18612 17144
14621 1136 -17794
1304 863 -13042
18967 1070 -19330
2828 12166 -2878
3927 1697 -15398
18127 1531 -16934
5909 4968 -140
19969 1272 580
15443 17391 -6336
8668 15930 -7366
10368 3954 3254
6598 5779 -11742
16205 6738 -13182
11611 9051 11344
12473 316 -17218
9489 9611 -5892
1120 5134 -15318
1674 7246 14168
4817 14272 3158
9831 10013 8082
3676 15389 3830
7003 13264 -12854
938 2125 14464
2736 261 -1576
10504 4254 5268
1917 8325 -16664
10893 3283 -15552
17309 16638 -18362
3610 14558 -15984
9319 3608 12508
2412 5488 1538
12470 669 11966
19092 10950 -1638
17381 11408 80
7545 19066 18910
18024 3568 8662
2338 9764 -1740
7751 1299 18050
5158 1517 3150
1231 7284 -8324
6802 4573 -17496
2920 3520 414
3487 18966 2786
6239 2325 -11324
18068 7763 -13300
4028 18919 15644
12645 1952 -15428
2008 5673 -10810
4754 2642 6956
766 10028 -7030
685 17438 -10620
19627 5743 -15116
3953 16257 -13106
7223 19005 -1164
19704 15322 18984
2791 11364 -6472
5705 6950 -9248
14290 7824 2034
1940 4989 -8886
2985 10855 -7556
6338 250 -908
4767 14592 15296
17076 1439 -8068
9890 302 -7400
6256 4623 -7936
2245 9834 -7204
876 7600 -10246
106 328 -19116
7088 4414 964
16077 4931 18074
8528 6823 -6048
4069 6805 3346
2084 17333 -5290
6252 8092 5240
1101 10475 -11930
5684 6307 -15718
7883 6560 -3064
19441 2522 19970
6983 7392 -16434
15903 12843 -6982
10661 13942 -6096
464 15823 -2082
10997 9043 7528
1537 3436 -10984
11814 17575 16980
17229 11485 -13274
3675 2696 -316
8403 1862 -8754
11288 2372 -11928
14475 2093 5002
7239 6435 -7964
13309 10265 18176
1399 4782 -18556
18198 10027 11160
8623 7254 4356
12889 5183 -12300
8776 12579 12062
11184 2084 -6942
3304 10986 -6910
3818 6631 3370
17305 16230 3900
9209 2531 -6190
4586 5296 -738
1949 181 -5002
12287 3406 -14664
5121 12712 5560
19491 10825 -11342
5181 10487 19990
10092 14386 17896
14642 10218 -6538
11896 3060 -17304
732 12552 -15094
3823 14194 -9498
1272 11088 -574
11940 14040 -10640
4192 7307 4332
16049 12008 -9350
7380 362 -3504
5067 6641 13504
18732 9473 3340
12494 15983 -18720
1601 5557 9310
12990 2527 1406
18800 4044 5248
977 6804 -4880
10885 16208 -17454
724 3725 -15542
18643 6663 -446
5651 7484 16166
988 15128 8210
1158 13119 -10842
6143 1189 -16824
11445 12726 -14388
65 16075 -17448
1965 11775 438
3565 8041 -9256
5820 2146 15102
11326 15931 -17394
312 17481 -7688
11058 5991 12646
10157 1120 -8230
9845 11473 -13660
12784 7956 4792
10217 4377 12260
8330 4637 -1540
3503 10533 1768
8912 8035 -7474
4001 14405 6624
12012 1915 8432
11460 12699 -8480
7231 19981 -11634
8170 1133 736
6433 2720 -12238
3531 13665 11424
7376 18825 -11766
3292 12503 -2452
9352 7426 2598
9220 11302 -7008
4348 11453 -11138
2952 10847 -2700
18827 19152 -1082
9955 16957 -15012
11678 3016 1942
2914 12153 15902
16220 18340 19682
12223 12179 -17314
7664 2605 -8040
3470 9163 13866
8500 15143 -15142
1563 10093 -8534
5509 5794 3748
4650 16779 -12358
104 6340 -4208
12084 5926 -4546
11718 11513 -19730
540 2646 -16200
5677 12593 19618
10668 2664 3072
2065 18991 7342
3452 14609 -14234
5006 1050 14820
17301 7432 -9270
15279 2579 -14690
8036 5763 1210
2091 9135 2900
9633 2887 -9408
2261 14936 10804
9463 3250 1972
7988 10225 -744
6409 3655 -12878
1598 14237 -18222
16847 7518 -10762
14887 6873 -5008
6812 3819 12910
1319 7579 -15294
10507 3899 -10914
6599 1673 -9552
1610 2099 19222
8748 1169 -18574
11448 4307 -11046
3549 2838 6652
12337 3030 1082
7937 10700 -10712
6142 12412 13378
14676 6548 -16518
11814 5089 -10188
18067 4667 -12870
19278 3670 4022
304 7620 -12982
7783 17007 -4678
9696 7217 15554
41 3400 -7508
5198 11163 1670
8928 8138 -326
18228 15803 1890
8276 15963 -14900
4162 9556 -10126
5244 10721 10990
9799 1124 -8848
9466 2263 -8182
17677 4633 -12172
11854 714 -12744
14643 2917 9458
9985 1213 19454
5054 1549 10258
7328 18522 -13574
4058 6066 -8934
11378 4709 18806
4108 6556 -17180
2042 7267 12716
5112 14051 -3656
8675 3449 10840
18833 18982 3730
8886 14670 -14672
2437 12256 -2250
9030 9745 4656
15177 15177 3398
19076 10650 -17098
14030 12624 -14582
3702 1905 5520
2986 10895 4900
15833 4116 4358
17621 18147 -2886
15648 16321 -2846
19942 7095 4808
4412 1335 -15006
12390 4221 -2298
6832 6316 -9340
16448 6087 -8004
2739 2918 -424
14747 5541 17194
12605 15579 -5540
236 15313 11628
1770 5639 -8734
5715 11534 210
7255 147 11190
10730 9093 -18210
8773 6595 -17232
4783 10085 3920
10222 8460 -12458
12996 2679 -2000
14152 6523 1426
7789 16571 -17128
11558 5780 13526
14086 12337 5006
19652 14894 -4676
7528 1173 10618
14586 4004 -15180
11166 15355 5924
9029 16169 -3022
7408 11026 -8302
782 6560 -17804
14677 11369 -7906
2841 2797 -4590
2567 15100 -7674
1624 7285 5434
15917 11686 12954
18018 5416 5488
12444 13906 -11138
13041 623 -10222
7388 5215 -1756
10462 4557 8242
2156 10387 15062
4888 14841 -10788
5735 3859 -9746
17494 694 12574
8181 2863 4382
12166 1753 -10990
19650 8728 -18750
4389 12892 -10368
4828 9131 4368
16121 10795 -19216
16840 14960 12228
1995 5044 13622
9571 5554 -16318
7898 1404 6786
11990 10509 13982
115 140 -7346
9252 14979 4200
17393 3242 -19782
5997 14370 -3514
9185 5382 4316
11601 2552 -15422
1644 8827 -10732
13736 11308 -15830
31 5652 -17968
8783 13748 10776
939 17500 -17374
8059 19168 -6742
18056 3413 15512
7599 5201 4598
13166 6363 19048
8365 2902 -16742
19958 3440 17192
13519 14055 11232
9474 4519 -1610
5272 3253 -18260
18249 12783 -17696
9938 19488 -5622
3465 12678 16640
15262 18528 -17424
3384 17758 17498
7516 5052 -9524
393 4023 18098
14702 5248 -16434
9212 16484 -4724
1617 12095 3496
9656 714 10636
1560 1652 1972
1722 15105 -12778
11790 1859 -10386
5349 8349 -16394
18509 9206 16796
10480 6665 -7264
14536 18618 10246
7113 18041 15582
3163 13518 2358
131 13536 -2830
5892 14884 -8676
4335 6541 -8502
5096 6236 -14230
3496 8535 -3962
3735 1650 -14878
3169 233 16372
17101 13954 -1588
2578 1158 492
14015 1753 1468
11765 9149 -3746
10965 1712 19156
15611 11754 18196
17249 1658 -894
4055 16019 -6414
12886 11571 -168
14773 2561 -9300
18149 10352 -12554
5975 2219 -5618
19440 6783 5118
4561 836 13440
6224 4955 -16458
4021 5014 -10204
292 1692 -16192
4657 18277 -2750
1312 9580 12794
6892 277 16278
14102 8238 3604
5131 13034 -1168
8045 19377 -14128
9405 11059 -19774
10598 6889 -11980
10142 1097 2082
16575 4419 2118
15869 6816 -4318
11244 980 -5494
5658 324 -19796
8491 1069 3760
3168 6448 -15642
7027 6492 4140
12874 327 -8402
10802 9343 16344
3239 4404 11140
8728 11612 -13672
6276 13791 -11990
1979 3892 -4934
13767 4088 -10412
5250 1482 -18328
18004 15230 -12566
12944 4352 -2566
5275 3357 4144
12164 8037 -19256
1924 8269 -9276
14679 18237 -1826
2348 4823 -15236
4786 18173 7664
3376 16401 -19644
11506 16566 -16576
3775 3882 -2996
6432 7843 -4512
14313 2145 -16324
4025 13716 -12720
3200 1184 -1936
8322 851 -750
263 4007 17430
1655 617 -2814
141 3567 -16036
4511 1182 -9162
980 19574 -8838
7875 10011 4814
2980 1833 -9682
10679 3643 -2392
19670 4587 17820
256 12275 -9820
3153 484 -2220
12727 3952 7656
4829 10791 11670
3288 14982 800
9362 11180 4636
16955 6269 4562
6797 6411 -3648
2868 17027 -15796
7853 12709 -11700
7780 8874 14870
5837 821 7432
2175 3709 -7280
7380 12646 -19262
3514 881 5236
8304 10011 -6452
8667 826 5998
11062 13010 7556
2947 10253 -5010
13250 1831 -13966
1668 12028 -9802
105 5401 -16870
11557 12613 14274
2199 6194 -7812
3941 19631 -16764
15062 2095 -19546
3929 7091 1188
11024 7875 -4704
728 10996 176
9349 9036 2878
18001 153 12722
7759 18602 -5206
2434 3884 -16816
2378 5956 8386
18156 3270 -10638
12669 6520 -4282
11470 6921 11364
11760 15272 12340
2775 644 14020
10841 6082 -7712
2570 17937 -5990
12740 8380 -3696
2214 18853 19294
2114 16246 -580
16735 7411 -19906
9860 11898 -1304
7892 5678 -15040
11368 15133 -3382
6612 5486 5364
11593 5416 1650
6584 164 8624
7823 4562 -5306
4069 13439 -5452
8657 8214 1838
14632 18230 -3020
9157 5378 258
2689 9964 12858
11858 6075 -5582
2322 4811 -17280
2470 2533 3470
11490 13582 3780
13179 3312 -10172
9113 18540 -7558
10668 15292 -7996
4912 9859 -11764
1260 14989 -10756
1230 7188 16104
14620 16619 -6680
4120 435 -5066
17113 3555 18704
14895 10934 17840
6863 6937 -8392
8681 14530 5778
5049 6842 -10450
6884 11695 4234
5533 5863 -16370
13680 4120 788
6389 748 -6756
1208 14510 6462
7696 7117 19822
1141 4333 -958
7055 11682 1542
14069 11968 -15274
3495 1915 10596
1621 5815 -8778
1553 12270 17630
9283 1536 -12010
10313 14767 3866
11906 18008 -12076
2295 19241 4908
771 15677 -12356
7116 5491 -1294
11896 10531 6074
7838 7438 -16334
3239 9102 -18002
8966 1369 -10596
641 1007 -10360
4525 9046 -12492
19189 15795 16504
15091 19673 7662
11660 16063 5126
196 5206 3358
4604 4013 -1596
2023 8234 -6532
1514 19375 -6744
8741 11862 -2028
12533 3584 -12720
17686 16703 -10832
6697 10115 -4794
8799 6580 -19698
4158 4327 -16028
4993 4037 10662
6197 5196 -18488
6914 16921 -4114
15923 11448 -18866
3619 13947 -18690
4780 11292 -12368
1183 2201 -13674
4655 19673 2522
1883 6897 -11980
16512 9739 -5952
4222 10929 16136
8610 17955 6598
9116 17796 1728
4819 8874 10626
10853 13405 -16266
9779 980 1214
883 17337 18658
15630 6024 -4556
11911 7960 9944
10296 18875 -7916
3609 6136 -14840
2883 12002 14212
11019 5848 -18290
6132 63 14834
10521 17484 5336
8900 17391 -9462
2781 12809 -7630
5393 2096 -13412
5283 14904 -8236
2307 17644 -6528
314 457 -2898
7614 10930 13980
8625 10524 1574
3244 12101 -74
13944 10148 1882
10923 14086 8584
9433 7049 1028
7905 2436 4302
12403 10161 -6006
7298 3098 -13010
10516 17024 19264
3412 1790 2738
10495 3308 -1290
8969 14067 -2416
10509 3442 12196
13194 18844 11980
16681 16886 -11456
15541 3865 1116
9998 6420 -18106
1262 13190 -2560
16464 4394 4184
6609 10372 17258
7590 11106 -17754
19412 13494 -14560
10980 14786 4946
5585 7045 -19158
9758 15990 14078
9584 11387 -10072
6684 17418 8698
12720 4503 -8930
158 16777 -17306
12630 13228 -8842
12158 15427 3438
8784 17894 -17956
18235 6698 18842
10195 15887 16254
11466 443 -262
6099 5056 -9288
1763 5020 19492
7116 11625 12740
13159 907 -5206
2870 2811 19012
9899 6965 -9684
15958 10377 -16296
49 4146 -19294
5998 16134 -8504
152 3828 -1458
22 17711 -7736
16707 2768 -4224
19206 7988 -1608
12012 11171 -10442
9210 1442 7772
4544 11077 -13596
2903 8389 10412
6803 12622 -12490
10168 1746 4106
5640 8844 -7656
6473 6231 -7590
4174 13314 -14050
18758 3754 4082
11577 722 -16232
2794 10540 19144
12030 3274 5398
4313 12122 11412
15874 987 -19588
7821 2109 -18480
14964 12006 17076
15874 5282 12812
8879 16952 1600
2277 6463 -10424
6552 9070 13074
9670 1667 -2432
2161 19490 802
19969 3124 1866
9689 19558 9900
19486 16834 -7454
5134 8506 18752
4875 436 -5728
15860 6690 13682
19439 18717 -9880
12008 10692 -4504
16860 16892 6464
7975 9628 -14042
16522 9299 -6600
3057 6337 15790
6050 6264 2826
599 2291 -9364
15206 12238 -16910
8559 2989 -9968
9718 17740 116
14175 39 1064
6365 7540 472
18059 3353 17410
17687 5801 -12342
10204 19987 -1128
7909 12782 13902
3776 8617 -4024
9515 1005 -10712
8694 8618 10276
9392 1367 -4334
10593 7185 -17382
6839 11802 5678
14865 10582 -15238
2887 7944 -80
2283 14635 -13338
11837 8892 -1038
1044 13133 -16020
3010 387 17536
11308 9821 1408
11798 5717 -6330
16729 8244 -11778
108 3838 -8232
15059 5674 -19674
2001 14667 13350
16598 13625 -10750
533 401 10566
12218 1333 -2076
5642 8723 4210
4522 12971 -17612
1879 3651 -2680
11920 12477 -84
15342 3934 5734
8907 541 -12148
11565 15377 -4150
11115 18774 12450
7727 11108 -19182
1871 9916 -5736
1265 13472 -14126
